ortho	Gene Ontology IDs
N0.HOG0026876	GO:0001666;GO:0001786;GO:0001937;GO:0001953;GO:0001968;GO:0002020;GO:0002040;GO:0002544;GO:0002581;GO:0002605;GO:0004866;GO:0005178;GO:0005201;GO:0005509;GO:0005576;GO:0005577;GO:0005615;GO:0005783;GO:0005788;GO:0006915;GO:0006954;GO:0006955;GO:0006986;GO:0007155;GO:0008201;GO:0008284;GO:0008285;GO:0009410;GO:0009612;GO:0009749;GO:0009897;GO:0009986;GO:0010595;GO:0010596;GO:0010748;GO:0010751;GO:0010754;GO:0010757;GO:0010759;GO:0010763;GO:0016477;GO:0016525;GO:0016529;GO:0017134;GO:0018149;GO:0030141;GO:0030169;GO:0030194;GO:0030335;GO:0030511;GO:0031012;GO:0031091;GO:0031093;GO:0032026;GO:0032570;GO:0032693;GO:0032695;GO:0032720;GO:0032760;GO:0032914;GO:0033574;GO:0034605;GO:0034976;GO:0038060;GO:0040037;GO:0042327;GO:0042803;GO:0043032;GO:0043066;GO:0043236;GO:0043394;GO:0043406;GO:0043536;GO:0043537;GO:0043652;GO:0045727;GO:0045766;GO:0048266;GO:0048661;GO:0050431;GO:0050921;GO:0051592;GO:0051895;GO:0051897;GO:0051918;GO:0062023;GO:0070051;GO:0070052;GO:0070062;GO:0071356;GO:0071363;GO:0090051;GO:1902043;GO:1903588;GO:1903671;GO:2000353;GO:2000379;GO:2001027;GO:2001237
N0.HOG0027078	GO:0007155;GO:0007565;GO:0016020;GO:0032023;GO:0042588;GO:0042589;GO:0051301
N0.HOG0025116	GO:0000786;GO:0003690;GO:0005634;GO:0006334;GO:0030261;GO:0030527;GO:0031492;GO:0045910
N0.HOG0027348	GO:0005938;GO:0015629;GO:0043197;GO:0051721;GO:0090443
N0.HOG0014093	GO:0003677;GO:0006310;GO:0015074;GO:0044826;GO:0046718;GO:0075713
N0.HOG0027553	
N0.HOG0017357	GO:0004500;GO:0005507;GO:0005789
N0.HOG0029502	
N0.HOG0025801	GO:0007605;GO:0032420
N0.HOG0028342	GO:0004930;GO:0005768;GO:0005886;GO:0007186;GO:0010008;GO:1990763
N0.HOG0030220	GO:0003341;GO:0003777;GO:0005509;GO:0005524;GO:0005858;GO:0005874;GO:0005929;GO:0008569;GO:0016887;GO:0036156;GO:0036159;GO:0045505;GO:0051959;GO:0060285;GO:0060294;GO:0097729
N0.HOG0000857	GO:0005576
N0.HOG0029474	GO:0005829;GO:0007283;GO:0030552
N0.HOG0025106	GO:0005737
N0.HOG0017358	GO:0004500;GO:0005507;GO:0005615;GO:0006589;GO:0030667;GO:0042420;GO:0042421
N0.HOG0029060	GO:0001768;GO:0001772;GO:0001843;GO:0001921;GO:0005654;GO:0005737;GO:0005886;GO:0005911;GO:0005912;GO:0008283;GO:0010669;GO:0014069;GO:0016080;GO:0016323;GO:0016477;GO:0019901;GO:0021747;GO:0030027;GO:0030054;GO:0030859;GO:0032729;GO:0034750;GO:0035089;GO:0035591;GO:0035748;GO:0036342;GO:0042060;GO:0043065;GO:0043113;GO:0043615;GO:0044291;GO:0045197;GO:0045296;GO:0045930;GO:0046007;GO:0048488;GO:0050918;GO:0060088;GO:0060561;GO:0060603;GO:0070062;GO:0071896;GO:0090630;GO:0098609;GO:0098793;GO:0098887;GO:0098978;GO:0099147;GO:0099149
N0.HOG0028568	GO:0005634;GO:0005739;GO:0005743;GO:0008053;GO:0019902;GO:0042407;GO:0060090;GO:0061617
N0.HOG0027908	GO:0000278;GO:0000911;GO:0005874;GO:0007020;GO:0031023;GO:0051225
N0.HOG0028501	GO:0001503;GO:0004222;GO:0005125;GO:0005509;GO:0005615;GO:0005794;GO:0006508;GO:0008083;GO:0008233;GO:0008270;GO:0030154;GO:0031982;GO:0042802;GO:0051216;GO:0061036;GO:0062023
N0.HOG0028292	GO:0005739
N0.HOG0029620	GO:0005829;GO:0006915;GO:0035234;GO:0048137;GO:0140742
N0.HOG0029922	GO:0004993;GO:0005886;GO:0005929;GO:0007187;GO:0007188;GO:0007192;GO:0007268;GO:0021795;GO:0030425;GO:0030594;GO:0032008;GO:0045202;GO:0099589
N0.HOG0029181	GO:0005634;GO:0005737;GO:0048471;GO:2000812
N0.HOG0029042	GO:0005737;GO:0005739;GO:0016887;GO:0042802
N0.HOG0006719	GO:0001518;GO:0002027;GO:0005248;GO:0005886;GO:0006814;GO:0007623;GO:0019228;GO:0030424;GO:0034765;GO:0035725;GO:0042475;GO:0042734;GO:0044299;GO:0044325;GO:0048266;GO:0050965;GO:0050974;GO:0051649;GO:0055117;GO:0060371;GO:0061337;GO:0071439;GO:0086006;GO:0086010;GO:0086016;GO:0086043;GO:0098978;GO:0099508
N0.HOG0024574	GO:0002224;GO:0004888;GO:0005794;GO:0005886;GO:0006954;GO:0030670;GO:0042497;GO:0043235;GO:0045087;GO:0045121;GO:0061809;GO:0071726;GO:0071727
N0.HOG0026948	GO:0010273;GO:0016756;GO:0046872;GO:0046938;GO:0098849
N0.HOG0030103	GO:0001822;GO:0001843;GO:0003139;GO:0003148;GO:0003151;GO:0003223;GO:0003281;GO:0005509;GO:0005768;GO:0005783;GO:0005794;GO:0005886;GO:0005903;GO:0005905;GO:0006898;GO:0007507;GO:0007605;GO:0008283;GO:0008584;GO:0009897;GO:0010467;GO:0015031;GO:0016020;GO:0016324;GO:0017124;GO:0030001;GO:0030139;GO:0030424;GO:0030425;GO:0030514;GO:0030900;GO:0031526;GO:0031904;GO:0034311;GO:0035904;GO:0042359;GO:0043066;GO:0043235;GO:0043491;GO:0044321;GO:0045177;GO:0050769;GO:0051087;GO:0060068;GO:0060976;GO:0060982;GO:0061156;GO:0070447;GO:0140058;GO:1904447;GO:1904888
N0.HOG0028478	GO:0005829;GO:0005886;GO:0016208
N0.HOG0026137	GO:0000785;GO:0000976;GO:0000978;GO:0000981;GO:0001228;GO:0001707;GO:0001947;GO:0003007;GO:0003129;GO:0003139;GO:0003143;GO:0003210;GO:0003211;GO:0003236;GO:0003241;GO:0003259;GO:0003700;GO:0005634;GO:0006357;GO:0007219;GO:0007369;GO:0008078;GO:0010467;GO:0022008;GO:0023019;GO:0032525;GO:0042662;GO:0042664;GO:0045446;GO:0045747;GO:0045892;GO:0045893;GO:0045944;GO:0046983;GO:0048368;GO:0051155;GO:0055007;GO:0060913;GO:0060921;GO:0060947;GO:0060975;GO:0070368;GO:0090090
N0.HOG0009718	GO:0002025;GO:0004940;GO:0005769;GO:0005886;GO:0043410;GO:0045823;GO:0071880
N0.HOG0029073	GO:0005886;GO:0007189;GO:0008528;GO:0009755
N0.HOG0026436	GO:0005737;GO:0007165
N0.HOG0026243	GO:0005576;GO:0030246
N0.HOG0025875	GO:0001540;GO:0001993;GO:0002024;GO:0002025;GO:0002028;GO:0004941;GO:0005634;GO:0005769;GO:0005794;GO:0005886;GO:0006366;GO:0006898;GO:0006939;GO:0007189;GO:0008179;GO:0009409;GO:0015459;GO:0016020;GO:0016324;GO:0019899;GO:0030501;GO:0031649;GO:0036064;GO:0040015;GO:0042803;GO:0043235;GO:0043410;GO:0044877;GO:0045171;GO:0045453;GO:0045744;GO:0045944;GO:0045986;GO:0050873;GO:0051380;GO:0061885;GO:0071880;GO:0072686;GO:0098990;GO:0098992;GO:0120162;GO:0141163;GO:1901098;GO:1904504;GO:1904646
N0.HOG0026609	GO:0000209;GO:0004842;GO:0005737;GO:0008270;GO:0043161;GO:0043523;GO:0061630
N0.HOG0027101	GO:0001508;GO:0005249;GO:0005251;GO:0005267;GO:0005886;GO:0006813;GO:0007268;GO:0008076;GO:0032590;GO:0032809;GO:0042734;GO:0043679;GO:0045211;GO:0046872;GO:0051260;GO:0071805
N0.HOG0029768	GO:0005886;GO:0007193;GO:0007623;GO:0008502;GO:0042562;GO:0043235
N0.HOG0026058	
N0.HOG0025858	GO:0009507;GO:0140693
N0.HOG0028497	GO:0005886
N0.HOG0030098	GO:0005615;GO:0044423
N0.HOG0026129	GO:0001540;GO:0001784;GO:0005102;GO:0005546;GO:0005737;GO:0005769;GO:0005829;GO:0005883;GO:0008203;GO:0009898;GO:0009925;GO:0030159;GO:0030276;GO:0031623;GO:0034383;GO:0035612;GO:0035615;GO:0035650;GO:0042632;GO:0042982;GO:0048260;GO:0050750;GO:0055037;GO:0071345;GO:0090118;GO:1903076;GO:1904707;GO:1905581;GO:1905602
N0.HOG0024570	GO:0005509;GO:0016460
N0.HOG0024513	
N0.HOG0025127	GO:0000978;GO:0000981;GO:0005634;GO:0006355;GO:0045637
N0.HOG0017444	GO:0005794;GO:0008376;GO:0032580;GO:0033842;GO:0043231
N0.HOG0016067	GO:0003712;GO:0005634;GO:0005667;GO:0006346;GO:0006355
N0.HOG0027186	GO:0005576;GO:0005581;GO:0007155;GO:0031012;GO:0062023
N0.HOG0006822	GO:0008425;GO:0009060;GO:0009234;GO:0032259;GO:0043770
N0.HOG0025906	GO:0005509;GO:0005576;GO:0005604;GO:0005737;GO:0005927;GO:0005938;GO:0009617;GO:0030036;GO:0030054;GO:0032154;GO:0051301;GO:0062023;GO:0071711
N0.HOG0029074	GO:0000139;GO:0019706;GO:0031901
N0.HOG0028539	GO:0000209;GO:0004842;GO:0005737;GO:0008270;GO:0043161;GO:0043523;GO:0061630
N0.HOG0016243	
N0.HOG0026301	
N0.HOG0018343	GO:0001653;GO:0004383;GO:0005524;GO:0005525;GO:0005886;GO:0006182;GO:0007168;GO:0019934;GO:0038023
N0.HOG0028489	
N0.HOG0025427	GO:0005737;GO:0007283;GO:0008270;GO:0030154
N0.HOG0019188	GO:0005829;GO:0010564;GO:0019905;GO:0030500;GO:0031965;GO:0051726;GO:0140297
N0.HOG0028272	GO:0000278;GO:0000281;GO:0005737;GO:0005739;GO:0005813;GO:0005819;GO:0005886;GO:0008637;GO:0016020;GO:0019901;GO:0030496;GO:0042127;GO:0045860
N0.HOG0024922	GO:0000785;GO:0000981;GO:0003677;GO:0005634;GO:0005654;GO:0005739;GO:0006357;GO:0009615;GO:0036500;GO:0042802;GO:0045814;GO:0045892;GO:0045944;GO:0051090;GO:0090575;GO:0140467
N0.HOG0026724	GO:0005737;GO:0006513;GO:0006888;GO:0009952;GO:0014029;GO:0014032;GO:0016055;GO:0030127;GO:0030134;GO:0031463;GO:0043161;GO:0048208;GO:0060028;GO:1990756
N0.HOG0024858	GO:0003727;GO:0003729;GO:0005737;GO:0006417;GO:0008266;GO:0048864
N0.HOG0029757	GO:0000329;GO:0005375;GO:0005783;GO:0006825;GO:0006878;GO:0015677
N0.HOG0026567	GO:0005604;GO:0005615;GO:0008191;GO:0008270;GO:0009725;GO:0031012;GO:0034097;GO:0051045
N0.HOG0029116	GO:0002121;GO:0004995;GO:0005886;GO:0007186;GO:0007217;GO:0007218;GO:0008188;GO:0016020
N0.HOG0008459	GO:0001507;GO:0001540;GO:0001919;GO:0002076;GO:0003990;GO:0004104;GO:0005518;GO:0005576;GO:0005604;GO:0005615;GO:0005634;GO:0005794;GO:0005886;GO:0006581;GO:0007155;GO:0007399;GO:0007416;GO:0009986;GO:0016020;GO:0016787;GO:0017171;GO:0031594;GO:0031623;GO:0032223;GO:0042166;GO:0042803;GO:0042982;GO:0043083;GO:0043236;GO:0045202;GO:0048471;GO:0050714;GO:0060041;GO:0095500;GO:0098552;GO:0120162
N0.HOG0029927	GO:0004993;GO:0005886;GO:0007198;GO:0007210;GO:0019229;GO:0043410;GO:0046883;GO:0050795;GO:0071880
N0.HOG0017541	GO:0005112;GO:0005509;GO:0005576;GO:0007160;GO:0031012
N0.HOG0029004	GO:0016779;GO:0044877
N0.HOG0012869	GO:0004952;GO:0004993;GO:0005886;GO:0007186;GO:0007187;GO:0007191;GO:0007198;GO:0007268;GO:0030425;GO:0030594;GO:0045211
N0.HOG0026192	GO:0000785;GO:0000978;GO:0000981;GO:0001228;GO:0003677;GO:0003690;GO:0005634;GO:0005654;GO:0006357;GO:0035914;GO:0043565;GO:0045944;GO:0048511;GO:0090575;GO:1990837
N0.HOG0026710	GO:0003881;GO:0005794;GO:0006661;GO:0007602;GO:0016324;GO:0016328;GO:0046872;GO:0071711
N0.HOG0014437	GO:0004500;GO:0005507;GO:0005615;GO:0005789;GO:0006589;GO:0030667;GO:0042420;GO:0042421
N0.HOG0016716	GO:0003723;GO:0005634;GO:0008361;GO:0009908;GO:0009909;GO:0030154;GO:0080113;GO:1990904
N0.HOG0028459	
N0.HOG0017172	GO:0003950;GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0010629;GO:0016779;GO:0019899;GO:0045087;GO:0060336;GO:0140807;GO:1902216;GO:1990404
N0.HOG0029662	GO:0005737;GO:0005829;GO:0005886;GO:0015629;GO:0030041;GO:0044782
N0.HOG0025799	GO:0004978;GO:0005886;GO:0007189
N0.HOG0027320	GO:0000122;GO:0000976;GO:0000977;GO:0000978;GO:0001227;GO:0001503;GO:0001649;GO:0002063;GO:0002076;GO:0003148;GO:0003151;GO:0003198;GO:0003416;GO:0003677;GO:0005654;GO:0005667;GO:0005829;GO:0008285;GO:0009952;GO:0016607;GO:0023019;GO:0030326;GO:0030509;GO:0030513;GO:0035115;GO:0035116;GO:0035313;GO:0035880;GO:0042060;GO:0042476;GO:0042733;GO:0042981;GO:0043066;GO:0043565;GO:0045599;GO:0045617;GO:0045669;GO:0045892;GO:0048863;GO:0051216;GO:0051795;GO:0060346;GO:0060349;GO:0060364;GO:0060444;GO:0061180;GO:0061311;GO:0070166;GO:0071363;GO:0071392;GO:0090427;GO:0097152;GO:2001055
N0.HOG0027792	GO:0001750;GO:0001917;GO:0001974;GO:0005509;GO:0005576;GO:0005886;GO:0005902;GO:0005912;GO:0007009;GO:0007157;GO:0007163;GO:0007267;GO:0008104;GO:0010001;GO:0010467;GO:0010842;GO:0016324;GO:0032991;GO:0035003;GO:0035845;GO:0042462;GO:0043296;GO:0045197;GO:0045494;GO:0050908;GO:0060060;GO:0061159;GO:0071482;GO:0097386
N0.HOG0013456	GO:0004966;GO:0005886;GO:0007218;GO:0008528
N0.HOG0027224	GO:0004867;GO:0005615
N0.HOG0028128	GO:0005769;GO:0007605;GO:0035630;GO:0042475;GO:0044691;GO:0045453
N0.HOG0027295	GO:0004222;GO:0005509;GO:0005576;GO:0006508;GO:0008270;GO:0030154
N0.HOG0029177	
N0.HOG0015830	GO:0003885;GO:0005789;GO:0019853;GO:0050105;GO:0050660;GO:0071949
N0.HOG0027153	GO:0001540;GO:0001664;GO:0004888;GO:0005581;GO:0005737;GO:0005886;GO:0006898;GO:0006911;GO:0007166;GO:0007193;GO:0030666;GO:0038024;GO:0038187;GO:0043277;GO:0045087;GO:0062023;GO:0070374;GO:0097242
N0.HOG0028982	GO:0016020
N0.HOG0014024	GO:0039648
N0.HOG0025586	GO:0001825;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0005911;GO:0005912;GO:0005921;GO:0005923;GO:0007605;GO:0008013;GO:0008284;GO:0009410;GO:0014704;GO:0016020;GO:0016301;GO:0016323;GO:0016324;GO:0016327;GO:0019904;GO:0030036;GO:0030054;GO:0030335;GO:0031032;GO:0032496;GO:0032991;GO:0034334;GO:0036305;GO:0043066;GO:0043116;GO:0043296;GO:0044325;GO:0045177;GO:0045216;GO:0045471;GO:0046581;GO:0050839;GO:0051493;GO:0051497;GO:0070160;GO:0071000;GO:0071253;GO:0071333;GO:0071896;GO:0090557;GO:0098609;GO:0150105;GO:1901888;GO:1902396;GO:1903672;GO:1905605;GO:2000049;GO:2000810
N0.HOG0026221	GO:0004864;GO:0019902
N0.HOG0008975	GO:0001525;GO:0001654;GO:0004601;GO:0005201;GO:0005604;GO:0005615;GO:0005783;GO:0006979;GO:0007155;GO:0009986;GO:0016684;GO:0020037;GO:0030198;GO:0030199;GO:0042744;GO:0043237;GO:0046872;GO:0051260;GO:0062023;GO:0070207;GO:0070831;GO:0071711;GO:0140825
N0.HOG0026038	GO:0005769;GO:0005789;GO:0005794;GO:0005886;GO:0008021;GO:0016192;GO:0055037
N0.HOG0024629	GO:0000978;GO:0000981;GO:0005634;GO:0006357;GO:0043565
N0.HOG0027947	GO:0005102;GO:0005576;GO:1903078
N0.HOG0005834	GO:0001525;GO:0001541;GO:0001542;GO:0001554;GO:0004222;GO:0005576;GO:0005615;GO:0005886;GO:0006508;GO:0008270;GO:0009725;GO:0030154;GO:0030574;GO:0031012;GO:0051591;GO:0098552
N0.HOG0010574	GO:0001649;GO:0001818;GO:0004888;GO:0005615;GO:0005886;GO:0007186;GO:0007283;GO:0016055;GO:0016500;GO:0021888;GO:0030282;GO:0031012;GO:0034122;GO:0046849;GO:0048511;GO:0090263
N0.HOG0027603	GO:0005576;GO:0030246
N0.HOG0005036	GO:0004930;GO:0005886;GO:0007166;GO:0007186;GO:0007189
N0.HOG0026094	GO:0000978;GO:0001228;GO:0001764;GO:0003677;GO:0005634;GO:0006366;GO:0007219;GO:0007411;GO:0007420;GO:0014014;GO:0021987;GO:0030154;GO:0030182;GO:0031490;GO:0042472;GO:0042491;GO:0042667;GO:0042668;GO:0043565;GO:0045609;GO:0045664;GO:0045666;GO:0045944;GO:0046983;GO:0048839;GO:0097402;GO:1904019;GO:1904036;GO:2000982
N0.HOG0029194	GO:0005615;GO:0008201;GO:0016020;GO:0016324;GO:0031410;GO:0044647;GO:0046789;GO:0098609;GO:1990225
N0.HOG0027375	GO:0001525;GO:0005521;GO:0005637;GO:0010595;GO:0030473;GO:0031965;GO:0051015
N0.HOG0026148	GO:0005765;GO:0005886;GO:0007042;GO:0008200;GO:0010008;GO:0016020;GO:0031902;GO:0072594;GO:0101004
N0.HOG0025123	GO:0005737;GO:0005794;GO:0006896;GO:0006904;GO:0006906;GO:0008270;GO:0010009;GO:0032266
N0.HOG0025262	GO:0004995;GO:0005886;GO:0007186;GO:0007217;GO:0007218;GO:0008188;GO:0016020;GO:0042048;GO:0050805;GO:0050911;GO:1904058
N0.HOG0027716	GO:0001568;GO:0001707;GO:0001885;GO:0004222;GO:0005509;GO:0005576;GO:0005615;GO:0006508;GO:0008233;GO:0008237;GO:0008270;GO:0009953;GO:0016485;GO:0030513;GO:0035124;GO:0035162;GO:0036342;GO:0048264
N0.HOG0025379	GO:0001525;GO:0001786;GO:0002080;GO:0005178;GO:0005615;GO:0007155;GO:0007338;GO:0008284;GO:0009897;GO:0043277;GO:0043627
N0.HOG0014456	GO:0001654;GO:0005634;GO:0005737
N0.HOG0025605	GO:0004946;GO:0005829;GO:0005886;GO:0032715;GO:0032727;GO:0090290;GO:0140374;GO:0160023;GO:1903942
N0.HOG0024533	GO:0000977;GO:0000981;GO:0001228;GO:0002071;GO:0003677;GO:0005634;GO:0006851;GO:0007030;GO:0007186;GO:0007267;GO:0007423;GO:0010832;GO:0019722;GO:0030154;GO:0030968;GO:0042149;GO:0042593;GO:0042802;GO:0044331;GO:0045216;GO:0045944;GO:0046983;GO:0048312;GO:0051649;GO:0051674;GO:0061564;GO:0070888;GO:0072560;GO:1990837
N0.HOG0024934	GO:0001568;GO:0001756;GO:0002042;GO:0003404;GO:0005886;GO:0007155;GO:0007411;GO:0007412;GO:0008039;GO:0009952;GO:0021654;GO:0035475;GO:0042734;GO:0046875;GO:0048013;GO:0048514;GO:0050920;GO:0098978
N0.HOG0026327	GO:0003725
N0.HOG0029753	
N0.HOG0014956	GO:0001591;GO:0004930;GO:0005886;GO:0007186;GO:0007212;GO:0007615;GO:0008227;GO:0016020;GO:0045202
N0.HOG0024710	GO:0000079;GO:0000082;GO:0001890;GO:0004860;GO:0004861;GO:0005634;GO:0005654;GO:0005737;GO:0005768;GO:0005813;GO:0005829;GO:0005929;GO:0006813;GO:0007096;GO:0007219;GO:0007507;GO:0007605;GO:0008284;GO:0008285;GO:0009410;GO:0009749;GO:0019901;GO:0019903;GO:0019914;GO:0030308;GO:0030332;GO:0030334;GO:0030544;GO:0031116;GO:0031464;GO:0031625;GO:0032355;GO:0033673;GO:0036064;GO:0042326;GO:0043200;GO:0043434;GO:0044877;GO:0045732;GO:0045736;GO:0045740;GO:0045892;GO:0045930;GO:0046686;GO:0048102;GO:0048839;GO:0050680;GO:0051087;GO:0051168;GO:0051726;GO:0060090;GO:0060767;GO:0060770;GO:0071236;GO:0071285;GO:0071407;GO:0071456;GO:0090398;GO:0140678;GO:1902746;GO:1902806;GO:1904019;GO:1904030;GO:1904036;GO:1904706;GO:1905179;GO:1990757;GO:2000045
N0.HOG0030042	GO:0005615;GO:0005764;GO:0005783;GO:0008203;GO:0015485;GO:0030301;GO:0032367;GO:0033344
N0.HOG0024673	GO:0005737;GO:0005868;GO:0007018;GO:0045505
N0.HOG0008949	GO:0007520;GO:0016020
N0.HOG0027644	GO:0004930;GO:0005929;GO:0007189;GO:0055037;GO:0060170;GO:1901621
N0.HOG0030303	GO:0016020
N0.HOG0007346	GO:0005886;GO:0006879;GO:0006897;GO:0009986;GO:0034605;GO:0034755;GO:0070207;GO:0070287
N0.HOG0028549	GO:0005737;GO:0008270
N0.HOG0026894	GO:0005794;GO:0008017;GO:0019900
N0.HOG0027187	GO:0005085;GO:0005764;GO:0005829;GO:0006935;GO:0030036;GO:0031154;GO:0031589;GO:0032012;GO:0043327
N0.HOG0017525	GO:0000209;GO:0003723;GO:0005737;GO:0008270;GO:0019902;GO:0061630
N0.HOG0026785	GO:0004860;GO:0005085;GO:0005096;GO:0005765;GO:0005886;GO:0006469;GO:0007186;GO:0010508;GO:0030291;GO:0032007;GO:0035556;GO:0045792;GO:0070300;GO:1903940;GO:1904262;GO:2001236
N0.HOG0026955	GO:0005789;GO:0007032;GO:0008270;GO:0016567;GO:0032479;GO:0050687;GO:0061630;GO:0070979;GO:1905719
N0.HOG0027618	GO:0003723;GO:0005768;GO:0051028
N0.HOG0009795	GO:0003723;GO:0003730;GO:0005634;GO:0005737;GO:0017148;GO:0030371;GO:0030578;GO:0032183;GO:0042981;GO:0043022;GO:0048471;GO:0061770;GO:0141014
N0.HOG0028172	GO:0001725;GO:0005737;GO:0007165;GO:0019208;GO:0019901
N0.HOG0004746	GO:0016567;GO:0051260
N0.HOG0025300	GO:0005509;GO:0016460
N0.HOG0024818	GO:0001525;GO:0005537;GO:0005789;GO:0005886;GO:0007156;GO:0007411;GO:0010575;GO:0010595;GO:0016323;GO:0030424;GO:0038023;GO:0061154;GO:0070593;GO:0072659;GO:0098632
N0.HOG0028680	GO:0003785;GO:0005829;GO:0005856;GO:0005938;GO:0007015;GO:0070161
N0.HOG0018845	GO:0003743;GO:0005525;GO:0005634;GO:0005737
N0.HOG0024952	GO:0000922;GO:0005654;GO:0005739;GO:0005813;GO:0005829;GO:0015630;GO:0016197;GO:0036064;GO:0046599;GO:0051492;GO:0120162
N0.HOG0009762	GO:0005737;GO:0005739;GO:0005769
N0.HOG0005193	GO:0004575;GO:0005737;GO:0005987
N0.HOG0026860	GO:0004930;GO:0005768;GO:0005886;GO:0007186;GO:0010008;GO:1990763
N0.HOG0027556	GO:0001501;GO:0001527;GO:0001656;GO:0005178;GO:0005179;GO:0005201;GO:0005509;GO:0005576;GO:0005604;GO:0005615;GO:0005788;GO:0007507;GO:0008201;GO:0009653;GO:0010467;GO:0030023;GO:0031012;GO:0033627;GO:0035582;GO:0035583;GO:0042802;GO:0043010;GO:0044877;GO:0045671;GO:0048048;GO:0048050;GO:0048286;GO:0062023;GO:0071560;GO:1990314;GO:2001205
N0.HOG0027633	GO:0009306;GO:0016020
N0.HOG0026834	GO:0000922;GO:0005813;GO:0005829;GO:0005929;GO:0072686
N0.HOG0028343	GO:0001945;GO:0003017;GO:0003682;GO:0005178;GO:0005509;GO:0005576;GO:0005615;GO:0005634;GO:0005737;GO:0008544;GO:0010467;GO:0010572;GO:0016020;GO:0016477;GO:0031012;GO:0036303;GO:0045906;GO:0048014;GO:0090136;GO:0098640;GO:0120193
N0.HOG0025590	GO:0000939;GO:0005634;GO:0005654;GO:0005737;GO:0007059;GO:0034451;GO:0043009
N0.HOG0026002	GO:0005739;GO:0005743;GO:0031966;GO:0032981;GO:0033615
N0.HOG0027970	GO:0005737;GO:0005879;GO:0005886;GO:0030317;GO:0036126;GO:0160111
N0.HOG0025330	GO:0000978;GO:0000981;GO:0042025
N0.HOG0024993	GO:0001540;GO:0002024;GO:0002025;GO:0002028;GO:0004941;GO:0005634;GO:0005769;GO:0005794;GO:0005886;GO:0006366;GO:0006898;GO:0006939;GO:0008179;GO:0009409;GO:0015459;GO:0016324;GO:0030501;GO:0031649;GO:0036064;GO:0040015;GO:0042803;GO:0043235;GO:0043410;GO:0044877;GO:0045171;GO:0045453;GO:0045744;GO:0045944;GO:0045986;GO:0050873;GO:0051380;GO:0061885;GO:0071880;GO:0072686;GO:0098990;GO:0098992;GO:0120162;GO:0141163;GO:1901098;GO:1904504;GO:1904646
N0.HOG0029976	GO:0005743;GO:0016020
N0.HOG0027511	GO:0001764;GO:0005201;GO:0005509;GO:0005576;GO:0005604;GO:0007411;GO:0008347;GO:0030198;GO:0031012;GO:0031104;GO:0048678;GO:0062023;GO:0120216
N0.HOG0014551	GO:0000070;GO:0000706;GO:0000722;GO:0000723;GO:0000724;GO:0000729;GO:0003677;GO:0003678;GO:0005524;GO:0005634;GO:0005694;GO:0005730;GO:0005737;GO:0006260;GO:0006265;GO:0006281;GO:0007534;GO:0009378;GO:0010520;GO:0010947;GO:0016853;GO:0016887;GO:0031422;GO:0031573;GO:0031860;GO:0036121;GO:0043138;GO:0044547;GO:0044818;GO:0045132;GO:0051276;GO:0061749;GO:1990518
N0.HOG0027809	
N0.HOG0026244	GO:0000981;GO:0005634;GO:0005737;GO:0007423;GO:0031018;GO:0031099;GO:0045746;GO:0045944;GO:0046983;GO:0048923;GO:0060119;GO:0061564;GO:0062139;GO:0070888
N0.HOG0028254	GO:0016020
N0.HOG0024810	GO:0005886;GO:0008188
N0.HOG0024649	GO:0016020
N0.HOG0028812	GO:0000976;GO:0000981;GO:0003407;GO:0005634;GO:0005654;GO:0005829;GO:0006357;GO:0007423;GO:0007623;GO:0010996;GO:0021554;GO:0030182;GO:0030424;GO:0043153;GO:0043204;GO:0045944;GO:0046983;GO:0048663;GO:0061564;GO:0070888;GO:1902336
N0.HOG0029049	GO:0001650;GO:0001923;GO:0002020;GO:0002096;GO:0002726;GO:0004175;GO:0004197;GO:0004842;GO:0005634;GO:0005737;GO:0005829;GO:0006508;GO:0006952;GO:0008233;GO:0009620;GO:0031398;GO:0031663;GO:0032449;GO:0032731;GO:0032743;GO:0032991;GO:0036094;GO:0042098;GO:0042113;GO:0042802;GO:0042981;GO:0043066;GO:0043123;GO:0045087;GO:0048471;GO:0050852;GO:0050856;GO:0051092;GO:0051168;GO:0051603;GO:0061133;GO:2000321
N0.HOG0016406	GO:0004966;GO:0005886;GO:0007218;GO:0008528
N0.HOG0028362	GO:0005783;GO:0005789;GO:0007029;GO:0010976;GO:0030574;GO:0032991;GO:0061709;GO:0071782;GO:0071786;GO:0140506
N0.HOG0012344	GO:0001588;GO:0004930;GO:0005886;GO:0007212;GO:0042311;GO:0043410;GO:0045202;GO:0060170;GO:0071880
N0.HOG0006263	GO:0005509;GO:0005576;GO:0005604;GO:0005737;GO:0005927;GO:0005938;GO:0009617;GO:0030036;GO:0030054;GO:0032154;GO:0051301;GO:0062023;GO:0071711
N0.HOG0027709	GO:0005576;GO:0046872
N0.HOG0025765	
N0.HOG0010138	
N0.HOG0007540	GO:0004930;GO:0004978;GO:0005737;GO:0005886;GO:0007189;GO:0019222
N0.HOG0013459	GO:0004930;GO:0005886;GO:0005929;GO:0007186;GO:0007218;GO:0008188;GO:0032870
N0.HOG0025244	GO:0000209;GO:0005829;GO:0035556;GO:0044314;GO:0061630;GO:0140454
