HOG,OG,Gene.Tree.Parent.Clade,cnat_ref_proteome,mcav_ref_proteome,ofav_ref_proteome,ofra_ref_proteome
N0.HOG0027787,OG0013121,n0,TRINITY_DN3326_c0_g1_i5.p1,TRINITY_DN1496_c0_g3_i6.p1,TRINITY_DN4304_c0_g1_i5.p1,TRINITY_DN2694_c1_g1_i5.p1
N0.HOG0027788,OG0013122,n0,TRINITY_DN3332_c0_g1_i17.p1,TRINITY_DN32150_c0_g1_i5.p1,TRINITY_DN27750_c1_g1_i1.p1,TRINITY_DN12956_c0_g1_i1.p1
N0.HOG0027789,OG0013123,n0,TRINITY_DN33343_c0_g1_i3.p1,TRINITY_DN171487_c0_g1_i6.p1,TRINITY_DN364047_c0_g1_i3.p1,TRINITY_DN101461_c0_g1_i1.p1
N0.HOG0027790,OG0013124,n0,TRINITY_DN3336_c1_g1_i7.p1,TRINITY_DN7928_c0_g1_i5.p1,TRINITY_DN12075_c0_g1_i3.p1,TRINITY_DN9347_c0_g1_i4.p1
N0.HOG0027791,OG0013125,n0,TRINITY_DN3336_c3_g1_i3.p1,TRINITY_DN3071_c1_g1_i5.p1,TRINITY_DN5766_c0_g1_i8.p1,TRINITY_DN13223_c0_g1_i9.p1
N0.HOG0027792,OG0013126,n0,TRINITY_DN333_c0_g1_i1.p1,TRINITY_DN129203_c0_g1_i6.p1,TRINITY_DN12805_c0_g2_i3.p1,TRINITY_DN12562_c0_g1_i2.p1
N0.HOG0027793,OG0013127,n0,TRINITY_DN33413_c0_g1_i7.p1,TRINITY_DN222883_c0_g1_i12.p1,TRINITY_DN1464_c1_g2_i2.p1,TRINITY_DN13889_c1_g1_i2.p1
N0.HOG0027794,OG0013128,n0,TRINITY_DN33417_c1_g1_i7.p1,TRINITY_DN29969_c0_g1_i7.p1,TRINITY_DN22280_c0_g1_i4.p1,TRINITY_DN4358_c0_g1_i1.p1
N0.HOG0027795,OG0013129,n0,TRINITY_DN334298_c0_g1_i1.p1,TRINITY_DN392629_c0_g1_i1.p1,TRINITY_DN251567_c0_g1_i1.p1,TRINITY_DN253075_c0_g1_i1.p1
N0.HOG0027796,OG0013130,n0,TRINITY_DN33436_c0_g1_i11.p1,TRINITY_DN24059_c0_g1_i1.p1,TRINITY_DN1035_c2_g1_i10.p1,TRINITY_DN5409_c2_g1_i10.p1
N0.HOG0027797,OG0013131,n0,TRINITY_DN33437_c0_g1_i2.p1,TRINITY_DN25778_c0_g1_i9.p1,TRINITY_DN15679_c0_g1_i3.p1,TRINITY_DN11550_c0_g1_i7.p1
N0.HOG0027798,OG0013132,n0,TRINITY_DN3343_c0_g1_i3.p1,TRINITY_DN4021_c0_g1_i4.p1,TRINITY_DN5915_c0_g1_i2.p1,TRINITY_DN4497_c0_g1_i3.p1
N0.HOG0027799,OG0013133,n0,TRINITY_DN33446_c0_g1_i7.p1,TRINITY_DN78492_c0_g1_i3.p1,TRINITY_DN190600_c0_g1_i1.p1,TRINITY_DN104164_c0_g1_i11.p1
N0.HOG0027801,OG0013135,n0,TRINITY_DN33469_c0_g1_i6.p1,TRINITY_DN39880_c0_g1_i2.p1,TRINITY_DN25959_c0_g1_i3.p1,TRINITY_DN83205_c0_g1_i1.p1
N0.HOG0027802,OG0013136,n0,TRINITY_DN33493_c0_g1_i2.p1,TRINITY_DN3056_c63_g1_i1.p1,TRINITY_DN19912_c1_g1_i3.p1,TRINITY_DN76016_c0_g1_i5.p1
N0.HOG0027803,OG0013137,n0,TRINITY_DN3349_c1_g1_i7.p1,TRINITY_DN12453_c0_g1_i27.p2,TRINITY_DN6486_c0_g1_i4.p1,TRINITY_DN5048_c1_g1_i3.p1
N0.HOG0027804,OG0013138,n0,TRINITY_DN33504_c0_g1_i1.p1,TRINITY_DN15611_c0_g1_i16.p1,TRINITY_DN3272_c0_g1_i1.p1,TRINITY_DN4103_c0_g1_i5.p1
N0.HOG0027805,OG0013139,n0,TRINITY_DN3351_c1_g1_i2.p1,TRINITY_DN324_c0_g1_i13.p1,TRINITY_DN2364_c0_g1_i27.p1,TRINITY_DN2826_c0_g1_i7.p1
N0.HOG0027806,OG0013140,n0,TRINITY_DN33539_c0_g1_i2.p1,TRINITY_DN10150_c0_g1_i1.p1,TRINITY_DN12610_c0_g1_i11.p1,TRINITY_DN8885_c0_g2_i11.p1
N0.HOG0027807,OG0013141,n0,TRINITY_DN3355_c0_g1_i4.p1,TRINITY_DN16215_c0_g1_i2.p1,TRINITY_DN11605_c0_g1_i1.p1,TRINITY_DN94032_c0_g1_i5.p1
N0.HOG0027808,OG0013142,n0,TRINITY_DN3357_c1_g1_i6.p1,TRINITY_DN20189_c0_g1_i5.p1,TRINITY_DN274_c1_g1_i3.p1,TRINITY_DN6670_c0_g1_i11.p1
N0.HOG0027809,OG0013143,n0,TRINITY_DN336056_c0_g1_i2.p1,TRINITY_DN11824_c0_g1_i4.p1,TRINITY_DN19480_c0_g1_i2.p1,TRINITY_DN3575_c1_g1_i11.p1
N0.HOG0027810,OG0013144,n0,TRINITY_DN336458_c0_g1_i2.p1,TRINITY_DN192597_c0_g1_i2.p1,TRINITY_DN349563_c0_g1_i1.p1,TRINITY_DN259406_c0_g1_i1.p1
N0.HOG0027811,OG0013145,n0,TRINITY_DN336541_c0_g1_i1.p1,TRINITY_DN71419_c0_g1_i3.p2,TRINITY_DN52470_c1_g1_i3.p1,TRINITY_DN102062_c0_g1_i1.p1
N0.HOG0027812,OG0013146,n0,TRINITY_DN3365_c0_g1_i1.p2,TRINITY_DN6625_c0_g1_i2.p1,TRINITY_DN12163_c0_g1_i1.p1,TRINITY_DN12424_c0_g1_i1.p1
N0.HOG0027813,OG0013147,n0,TRINITY_DN33696_c0_g1_i14.p1,TRINITY_DN394410_c0_g1_i11.p1,TRINITY_DN99546_c0_g1_i1.p1,TRINITY_DN77658_c0_g1_i1.p1
N0.HOG0027814,OG0013148,n0,TRINITY_DN33704_c0_g1_i2.p1,TRINITY_DN14036_c0_g1_i30.p1,TRINITY_DN66605_c0_g1_i1.p1,TRINITY_DN27524_c0_g1_i1.p1
N0.HOG0027817,OG0013151,n0,TRINITY_DN337330_c0_g1_i1.p1,TRINITY_DN416352_c0_g1_i1.p1,TRINITY_DN628468_c0_g1_i1.p1,TRINITY_DN398296_c0_g1_i1.p1
N0.HOG0027818,OG0013152,n0,TRINITY_DN33740_c0_g1_i1.p1,TRINITY_DN19689_c0_g1_i2.p1,TRINITY_DN371527_c0_g1_i1.p1,TRINITY_DN12110_c0_g1_i4.p1
N0.HOG0027819,OG0013153,n0,TRINITY_DN33743_c0_g1_i1.p1,TRINITY_DN7929_c0_g1_i1.p1,TRINITY_DN11781_c0_g1_i3.p1,TRINITY_DN7910_c0_g1_i4.p1
N0.HOG0027820,OG0013154,n0,TRINITY_DN33761_c0_g1_i5.p1,TRINITY_DN26924_c0_g1_i1.p1,TRINITY_DN28437_c0_g1_i5.p1,TRINITY_DN55876_c0_g1_i8.p1
N0.HOG0027821,OG0013155,n0,TRINITY_DN337658_c0_g1_i1.p1,TRINITY_DN137958_c0_g1_i6.p2,TRINITY_DN632632_c0_g1_i1.p1,TRINITY_DN297151_c0_g1_i2.p1
N0.HOG0027822,OG0013156,n0,TRINITY_DN33770_c0_g1_i8.p1,TRINITY_DN2427_c0_g1_i19.p1,TRINITY_DN34107_c0_g1_i1.p1,TRINITY_DN63178_c0_g1_i1.p1
N0.HOG0027823,OG0013157,n0,TRINITY_DN3378_c0_g1_i9.p1,TRINITY_DN8548_c0_g1_i4.p1,TRINITY_DN10956_c0_g1_i5.p1,TRINITY_DN27828_c0_g1_i7.p1
N0.HOG0027824,OG0013158,n0,TRINITY_DN33793_c0_g1_i6.p1,TRINITY_DN10124_c0_g1_i7.p1,TRINITY_DN5181_c0_g1_i7.p1,TRINITY_DN22898_c0_g1_i3.p1
N0.HOG0027825,OG0013159,n0,TRINITY_DN33801_c0_g1_i3.p1,TRINITY_DN101505_c0_g1_i4.p1,TRINITY_DN8499_c0_g1_i3.p1,TRINITY_DN17305_c0_g1_i5.p1
N0.HOG0027826,OG0013160,n0,TRINITY_DN338045_c0_g1_i1.p1,TRINITY_DN164712_c0_g1_i3.p1,TRINITY_DN5071_c0_g1_i2.p1,TRINITY_DN45260_c0_g1_i5.p1
N0.HOG0027827,OG0013161,n0,TRINITY_DN33838_c0_g1_i4.p1,TRINITY_DN150960_c0_g1_i2.p1,TRINITY_DN293046_c0_g1_i2.p1,TRINITY_DN13323_c0_g1_i16.p1
N0.HOG0027828,OG0013162,n0,TRINITY_DN3388_c0_g1_i5.p1,TRINITY_DN4200_c0_g1_i3.p1,TRINITY_DN9371_c0_g1_i1.p1,TRINITY_DN1577_c0_g1_i3.p1
N0.HOG0027829,OG0013163,n0,TRINITY_DN33916_c0_g1_i9.p1,TRINITY_DN18500_c0_g1_i5.p1,TRINITY_DN65665_c0_g1_i4.p1,TRINITY_DN53619_c0_g1_i2.p1
N0.HOG0027831,OG0013165,n0,TRINITY_DN33930_c0_g2_i1.p1,TRINITY_DN8153_c0_g1_i1.p1,TRINITY_DN39370_c0_g1_i4.p1,TRINITY_DN14050_c0_g1_i4.p1
N0.HOG0027832,OG0013166,n0,TRINITY_DN3393_c0_g1_i6.p1,TRINITY_DN4817_c0_g1_i8.p1,TRINITY_DN3495_c0_g1_i8.p1,TRINITY_DN3597_c0_g1_i5.p1
N0.HOG0027833,OG0013167,n0,TRINITY_DN33948_c0_g1_i5.p1,TRINITY_DN47829_c0_g1_i1.p1,TRINITY_DN70219_c0_g1_i1.p1,TRINITY_DN22485_c0_g1_i10.p1
N0.HOG0027834,OG0013168,n0,TRINITY_DN3399_c0_g1_i4.p1,TRINITY_DN35307_c0_g1_i4.p1,TRINITY_DN3388_c1_g2_i1.p1,TRINITY_DN12876_c1_g1_i2.p1
N0.HOG0027835,OG0013169,n0,TRINITY_DN34017_c0_g1_i12.p1,TRINITY_DN170324_c0_g1_i1.p1,TRINITY_DN301665_c0_g1_i1.p1,TRINITY_DN518388_c0_g1_i1.p1
N0.HOG0027836,OG0013170,n0,TRINITY_DN3402_c0_g1_i9.p1,TRINITY_DN7030_c0_g1_i3.p1,TRINITY_DN17323_c0_g1_i2.p1,TRINITY_DN15208_c0_g1_i1.p1
N0.HOG0027837,OG0013171,n0,TRINITY_DN3404_c0_g1_i5.p4,TRINITY_DN10161_c0_g1_i6.p2,TRINITY_DN1232_c0_g1_i2.p1,TRINITY_DN5946_c0_g1_i4.p1
N0.HOG0027838,OG0013172,n0,TRINITY_DN34067_c0_g1_i6.p1,TRINITY_DN26961_c0_g1_i3.p1,TRINITY_DN466634_c0_g1_i1.p1,TRINITY_DN83530_c0_g1_i1.p1
N0.HOG0027839,OG0013173,n0,TRINITY_DN34068_c0_g1_i12.p1,TRINITY_DN86912_c0_g2_i8.p1,TRINITY_DN40372_c0_g1_i16.p1,TRINITY_DN30378_c0_g1_i14.p1
N0.HOG0027840,OG0013174,n0,TRINITY_DN34078_c0_g1_i2.p1,TRINITY_DN20791_c0_g1_i2.p1,TRINITY_DN221519_c0_g1_i1.p1,TRINITY_DN65614_c0_g1_i3.p1
N0.HOG0027841,OG0013175,n0,TRINITY_DN340869_c0_g1_i1.p1,TRINITY_DN141019_c0_g1_i1.p1,TRINITY_DN185726_c0_g1_i2.p1,TRINITY_DN194130_c0_g1_i1.p1
N0.HOG0027842,OG0013176,n0,TRINITY_DN34125_c0_g1_i2.p1,TRINITY_DN6642_c0_g1_i6.p1,TRINITY_DN21087_c0_g1_i2.p1,TRINITY_DN14641_c1_g1_i4.p1
N0.HOG0027843,OG0013177,n0,TRINITY_DN341286_c0_g1_i1.p1,TRINITY_DN344878_c0_g1_i1.p1,TRINITY_DN49541_c0_g1_i3.p1,TRINITY_DN130408_c0_g1_i2.p1
N0.HOG0027844,OG0013178,n0,TRINITY_DN3413_c0_g1_i2.p1,TRINITY_DN14190_c0_g1_i4.p1,TRINITY_DN6917_c0_g1_i2.p1,TRINITY_DN6514_c0_g1_i1.p1
N0.HOG0027845,OG0013179,n0,TRINITY_DN3414_c0_g1_i5.p1,TRINITY_DN34572_c0_g1_i1.p1,TRINITY_DN2996_c0_g1_i2.p1,TRINITY_DN4222_c0_g1_i5.p1
N0.HOG0027846,OG0013180,n0,TRINITY_DN34188_c0_g1_i1.p1,TRINITY_DN74718_c0_g1_i8.p1,TRINITY_DN20216_c0_g1_i2.p1,TRINITY_DN12081_c0_g1_i5.p1
N0.HOG0027847,OG0013181,n0,TRINITY_DN34198_c0_g1_i4.p1,TRINITY_DN945_c0_g1_i5.p1,TRINITY_DN71755_c0_g1_i9.p1,TRINITY_DN9446_c0_g1_i1.p1
N0.HOG0027848,OG0013182,n0,TRINITY_DN3420_c0_g1_i3.p1,TRINITY_DN13211_c0_g1_i7.p1,TRINITY_DN5789_c0_g1_i2.p1,TRINITY_DN1129_c0_g1_i1.p1
N0.HOG0027849,OG0013183,n0,TRINITY_DN3422_c0_g1_i2.p1,TRINITY_DN74504_c0_g1_i4.p1,TRINITY_DN10356_c0_g1_i4.p1,TRINITY_DN11428_c0_g1_i9.p1
N0.HOG0027850,OG0013184,n0,TRINITY_DN3429_c0_g1_i9.p1,TRINITY_DN7113_c0_g1_i14.p1,TRINITY_DN7981_c0_g1_i1.p1,TRINITY_DN3869_c0_g1_i2.p1
N0.HOG0027851,OG0013185,n0,TRINITY_DN342_c0_g1_i8.p1,TRINITY_DN9636_c0_g1_i3.p1,TRINITY_DN13982_c0_g1_i5.p1,TRINITY_DN13685_c0_g2_i3.p1
N0.HOG0027852,OG0013186,n0,TRINITY_DN34300_c0_g1_i3.p1,TRINITY_DN138629_c0_g1_i2.p1,TRINITY_DN23323_c0_g1_i4.p3,TRINITY_DN24585_c0_g1_i3.p1
N0.HOG0027853,OG0013187,n0,TRINITY_DN3430_c0_g1_i2.p1,TRINITY_DN5068_c0_g1_i4.p1,TRINITY_DN7699_c0_g1_i5.p1,TRINITY_DN23091_c0_g1_i2.p1
N0.HOG0027854,OG0013188,n0,TRINITY_DN34312_c0_g1_i4.p1,TRINITY_DN18293_c0_g1_i7.p1,TRINITY_DN45312_c0_g1_i1.p1,TRINITY_DN20971_c0_g1_i21.p1
N0.HOG0027855,OG0013189,n0,TRINITY_DN3431_c0_g1_i9.p1,TRINITY_DN93695_c0_g2_i5.p1,TRINITY_DN52673_c0_g1_i7.p1,TRINITY_DN11152_c0_g1_i11.p1
N0.HOG0027856,OG0013190,n0,TRINITY_DN34344_c0_g1_i9.p1,TRINITY_DN16485_c0_g1_i1.p1,TRINITY_DN170846_c0_g1_i1.p1,TRINITY_DN21614_c0_g1_i7.p1
N0.HOG0027857,OG0013191,n0,TRINITY_DN343478_c0_g1_i1.p1,TRINITY_DN5367_c0_g1_i5.p1,TRINITY_DN29754_c0_g1_i1.p1,TRINITY_DN12254_c0_g1_i1.p1
N0.HOG0027859,OG0013193,n0,TRINITY_DN3434_c0_g1_i21.p1,TRINITY_DN35639_c0_g1_i9.p1,TRINITY_DN7947_c0_g1_i10.p1,TRINITY_DN9247_c0_g1_i4.p1
N0.HOG0027860,OG0013194,n0,TRINITY_DN34358_c0_g1_i9.p1,TRINITY_DN16955_c0_g1_i5.p1,TRINITY_DN11689_c0_g1_i10.p1,TRINITY_DN20878_c0_g1_i9.p1
N0.HOG0027861,OG0013195,n0,TRINITY_DN34373_c0_g1_i8.p1,TRINITY_DN40366_c0_g1_i2.p1,TRINITY_DN24048_c0_g1_i12.p1,TRINITY_DN35152_c0_g1_i2.p1
N0.HOG0027862,OG0013196,n0,TRINITY_DN34381_c0_g1_i1.p1,TRINITY_DN8201_c1_g1_i2.p1,TRINITY_DN15963_c0_g1_i1.p1,TRINITY_DN27381_c0_g1_i7.p1
N0.HOG0027864,OG0013198,n0,TRINITY_DN343_c0_g1_i6.p1,TRINITY_DN3242_c0_g1_i12.p1,TRINITY_DN16865_c0_g1_i5.p1,TRINITY_DN51289_c0_g1_i1.p1
N0.HOG0027865,OG0013199,n0,TRINITY_DN3442_c0_g1_i3.p1,TRINITY_DN14372_c0_g1_i6.p1,TRINITY_DN12292_c0_g2_i2.p1,TRINITY_DN9845_c0_g1_i1.p1
N0.HOG0027866,OG0013200,n0,TRINITY_DN34447_c0_g1_i1.p1,TRINITY_DN2883_c0_g1_i8.p1,TRINITY_DN15353_c1_g1_i3.p1,TRINITY_DN3210_c0_g1_i6.p1
N0.HOG0027867,OG0013201,n0,TRINITY_DN34450_c0_g1_i11.p1,TRINITY_DN1074_c3_g1_i4.p1,TRINITY_DN42704_c0_g1_i1.p1,TRINITY_DN173422_c0_g1_i5.p1
N0.HOG0027868,OG0013202,n0,TRINITY_DN34465_c0_g1_i1.p1,TRINITY_DN8730_c0_g1_i2.p1,TRINITY_DN17264_c0_g1_i12.p1,TRINITY_DN259_c0_g1_i10.p1
N0.HOG0027869,OG0013203,n0,TRINITY_DN34467_c0_g1_i2.p1,TRINITY_DN61974_c0_g1_i10.p1,TRINITY_DN225471_c0_g1_i1.p1,TRINITY_DN142156_c0_g1_i2.p1
N0.HOG0027870,OG0013204,n0,TRINITY_DN3448_c0_g1_i8.p1,TRINITY_DN3930_c0_g1_i2.p1,TRINITY_DN4417_c0_g1_i9.p1,TRINITY_DN1479_c0_g1_i15.p1
N0.HOG0027871,OG0013205,n0,TRINITY_DN344_c0_g1_i14.p1,TRINITY_DN7355_c0_g1_i7.p1,TRINITY_DN4108_c1_g2_i2.p1,TRINITY_DN5199_c0_g1_i6.p1
N0.HOG0027872,OG0013206,n0,TRINITY_DN3452_c0_g1_i9.p1,TRINITY_DN11030_c0_g1_i11.p1,TRINITY_DN5107_c0_g1_i13.p1,TRINITY_DN3276_c0_g1_i2.p1
N0.HOG0027873,OG0013207,n0,TRINITY_DN3453_c0_g1_i12.p1,TRINITY_DN4792_c0_g1_i1.p1,TRINITY_DN5218_c0_g1_i5.p1,TRINITY_DN1276_c0_g1_i13.p1
N0.HOG0027876,OG0013210,n0,TRINITY_DN3461_c0_g1_i13.p1,TRINITY_DN9234_c0_g1_i2.p1,TRINITY_DN7590_c0_g1_i4.p1,TRINITY_DN4285_c0_g1_i1.p1
N0.HOG0027877,OG0013211,n0,TRINITY_DN346294_c0_g1_i2.p1,TRINITY_DN61315_c0_g1_i2.p1,TRINITY_DN72211_c0_g1_i3.p1,TRINITY_DN14580_c0_g2_i2.p1
N0.HOG0027878,OG0013212,n0,TRINITY_DN3463_c0_g1_i2.p1,TRINITY_DN7469_c0_g1_i1.p1,TRINITY_DN40297_c0_g3_i1.p1,TRINITY_DN976_c0_g1_i8.p1
N0.HOG0027879,OG0013213,n0,TRINITY_DN34653_c0_g1_i3.p1,TRINITY_DN79040_c0_g1_i2.p1,TRINITY_DN30267_c0_g1_i3.p1,TRINITY_DN28164_c0_g1_i3.p1
N0.HOG0027880,OG0013214,n0,TRINITY_DN3467_c0_g1_i7.p1,TRINITY_DN1988_c0_g1_i5.p1,TRINITY_DN3122_c0_g1_i2.p1,TRINITY_DN8914_c0_g1_i1.p1
N0.HOG0027881,OG0013215,n0,TRINITY_DN34695_c0_g1_i5.p1,TRINITY_DN4436_c0_g1_i5.p1,TRINITY_DN39726_c0_g1_i6.p1,TRINITY_DN14312_c1_g1_i4.p1
N0.HOG0027883,OG0013217,n0,TRINITY_DN3471_c1_g1_i3.p1,TRINITY_DN19243_c0_g1_i3.p1,TRINITY_DN15630_c0_g1_i12.p1,TRINITY_DN46599_c0_g1_i2.p1
N0.HOG0027884,OG0013218,n0,TRINITY_DN3472_c0_g1_i5.p1,TRINITY_DN23980_c0_g1_i4.p1,TRINITY_DN7090_c0_g1_i1.p1,TRINITY_DN14506_c0_g1_i2.p1
N0.HOG0027885,OG0013219,n0,TRINITY_DN34737_c0_g1_i5.p1,TRINITY_DN356775_c0_g1_i1.p1,TRINITY_DN9635_c1_g1_i2.p1,TRINITY_DN27535_c0_g1_i4.p1
N0.HOG0027886,OG0013220,n0,TRINITY_DN34754_c0_g1_i1.p1,TRINITY_DN34505_c1_g2_i5.p1,TRINITY_DN8809_c0_g2_i6.p1,TRINITY_DN11400_c0_g1_i9.p1
N0.HOG0027888,OG0013222,n0,TRINITY_DN34757_c0_g1_i3.p1,TRINITY_DN10532_c0_g1_i1.p1,TRINITY_DN100726_c0_g1_i5.p1,TRINITY_DN42608_c0_g1_i2.p1
N0.HOG0027889,OG0013223,n0,TRINITY_DN347586_c0_g1_i1.p1,TRINITY_DN82938_c0_g1_i1.p1,TRINITY_DN50224_c0_g1_i5.p1,TRINITY_DN39795_c0_g1_i1.p1
N0.HOG0027890,OG0013224,n0,TRINITY_DN34764_c0_g1_i14.p1,TRINITY_DN25492_c0_g1_i4.p1,TRINITY_DN151274_c0_g1_i2.p1,TRINITY_DN19356_c0_g1_i7.p1
N0.HOG0027891,OG0013225,n0,TRINITY_DN3479_c0_g1_i1.p1,TRINITY_DN14191_c0_g1_i3.p1,TRINITY_DN4652_c0_g1_i11.p1,TRINITY_DN573_c0_g1_i9.p1
N0.HOG0027893,OG0013227,n0,TRINITY_DN34812_c0_g1_i4.p1,TRINITY_DN2637_c0_g2_i1.p1,TRINITY_DN28448_c0_g1_i2.p1,TRINITY_DN14048_c0_g1_i2.p1
N0.HOG0027894,OG0013228,n0,TRINITY_DN34814_c0_g1_i3.p1,TRINITY_DN42138_c0_g1_i7.p1,TRINITY_DN22086_c0_g1_i4.p1,TRINITY_DN139110_c0_g1_i1.p1
N0.HOG0027895,OG0013229,n0,TRINITY_DN34823_c1_g1_i2.p1,TRINITY_DN173816_c0_g1_i1.p1,TRINITY_DN49186_c0_g1_i7.p1,TRINITY_DN23519_c0_g1_i9.p1
N0.HOG0027896,OG0013230,n0,TRINITY_DN348256_c0_g1_i1.p1,TRINITY_DN11935_c0_g1_i3.p1,TRINITY_DN19008_c0_g1_i3.p1,TRINITY_DN26140_c0_g1_i2.p1
N0.HOG0027897,OG0013231,n0,TRINITY_DN34850_c0_g1_i2.p1,TRINITY_DN19159_c0_g1_i1.p1,TRINITY_DN10860_c0_g1_i8.p1,TRINITY_DN1195_c0_g1_i6.p1
N0.HOG0027898,OG0013232,n0,TRINITY_DN3487_c0_g1_i2.p1,TRINITY_DN5773_c3_g2_i1.p1,TRINITY_DN3286_c0_g1_i6.p1,TRINITY_DN7263_c0_g1_i8.p1
N0.HOG0027899,OG0013233,n0,TRINITY_DN3493_c0_g1_i2.p1,TRINITY_DN109583_c0_g2_i3.p1,TRINITY_DN3123_c0_g1_i7.p1,TRINITY_DN2026_c0_g1_i9.p1
N0.HOG0027900,OG0013234,n0,TRINITY_DN3493_c3_g1_i5.p1,TRINITY_DN19361_c0_g1_i4.p1,TRINITY_DN4044_c2_g1_i7.p1,TRINITY_DN28446_c0_g1_i7.p1
N0.HOG0027901,OG0013235,n0,TRINITY_DN34948_c0_g1_i3.p1,TRINITY_DN59923_c0_g1_i10.p1,TRINITY_DN16046_c0_g1_i1.p1,TRINITY_DN9177_c0_g1_i5.p1
N0.HOG0027902,OG0013236,n0,TRINITY_DN350114_c0_g1_i2.p1,TRINITY_DN208139_c0_g1_i1.p1,TRINITY_DN582417_c0_g1_i1.p1,TRINITY_DN242870_c0_g1_i1.p1
N0.HOG0027904,OG0013238,n0,TRINITY_DN3501_c0_g1_i3.p1,TRINITY_DN5233_c0_g1_i8.p1,TRINITY_DN24964_c0_g1_i3.p1,TRINITY_DN15916_c0_g1_i11.p1
N0.HOG0027906,OG0013240,n0,TRINITY_DN35021_c0_g1_i5.p1,TRINITY_DN31059_c0_g1_i3.p1,TRINITY_DN15612_c0_g1_i3.p1,TRINITY_DN15509_c0_g1_i4.p1
N0.HOG0027907,OG0013241,n0,TRINITY_DN35046_c0_g1_i1.p1,TRINITY_DN32665_c0_g1_i17.p1,TRINITY_DN461368_c0_g1_i1.p1,TRINITY_DN70966_c0_g1_i4.p1
N0.HOG0027908,OG0013242,n0,TRINITY_DN35047_c0_g1_i6.p1,TRINITY_DN33480_c0_g1_i3.p1,TRINITY_DN29808_c0_g1_i2.p1,TRINITY_DN97374_c0_g1_i7.p1
N0.HOG0027910,OG0013244,n0,TRINITY_DN35066_c0_g1_i11.p1,TRINITY_DN27714_c0_g1_i5.p1,TRINITY_DN151535_c0_g1_i1.p1,TRINITY_DN95999_c0_g1_i4.p1
N0.HOG0027911,OG0013245,n0,TRINITY_DN35073_c2_g1_i1.p1,TRINITY_DN26933_c0_g1_i1.p1,TRINITY_DN11837_c0_g1_i7.p1,TRINITY_DN22285_c0_g1_i1.p1
N0.HOG0027912,OG0013246,n0,TRINITY_DN35078_c0_g1_i8.p1,TRINITY_DN91165_c0_g1_i1.p1,TRINITY_DN84641_c0_g1_i6.p1,TRINITY_DN43080_c0_g1_i6.p1
N0.HOG0027913,OG0013247,n0,TRINITY_DN3508_c0_g1_i1.p1,TRINITY_DN3347_c0_g1_i5.p1,TRINITY_DN9648_c0_g1_i13.p1,TRINITY_DN1704_c1_g1_i6.p1
N0.HOG0027914,OG0013248,n0,TRINITY_DN351002_c0_g1_i1.p1,TRINITY_DN156582_c0_g1_i2.p1,TRINITY_DN218837_c0_g1_i1.p1,TRINITY_DN214751_c0_g1_i2.p1
N0.HOG0027915,OG0013249,n0,TRINITY_DN351071_c0_g1_i1.p1,TRINITY_DN211787_c0_g1_i1.p1,TRINITY_DN27382_c0_g1_i2.p1,TRINITY_DN102287_c0_g1_i5.p1
N0.HOG0027916,OG0013250,n0,TRINITY_DN3515_c0_g1_i4.p1,TRINITY_DN16561_c0_g1_i1.p1,TRINITY_DN16161_c0_g1_i12.p1,TRINITY_DN15044_c0_g1_i2.p1
N0.HOG0027917,OG0013251,n0,TRINITY_DN3522_c0_g1_i1.p1,TRINITY_DN10794_c0_g1_i6.p1,TRINITY_DN10187_c0_g1_i2.p1,TRINITY_DN8169_c0_g1_i2.p1
N0.HOG0027918,OG0013252,n0,TRINITY_DN3524_c0_g1_i15.p1,TRINITY_DN2301_c0_g1_i10.p1,TRINITY_DN15741_c0_g1_i7.p1,TRINITY_DN4717_c0_g1_i6.p1
N0.HOG0027919,OG0013253,n0,TRINITY_DN35260_c0_g1_i1.p1,TRINITY_DN73379_c0_g1_i4.p1,TRINITY_DN43091_c0_g1_i1.p1,TRINITY_DN53680_c0_g1_i6.p1
N0.HOG0027920,OG0013254,n0,TRINITY_DN3529_c1_g1_i1.p1,TRINITY_DN37866_c0_g2_i7.p1,TRINITY_DN7435_c0_g1_i3.p2,TRINITY_DN15026_c0_g1_i8.p1
N0.HOG0027921,OG0013255,n0,TRINITY_DN3539_c0_g2_i2.p1,TRINITY_DN3802_c0_g1_i1.p1,TRINITY_DN9296_c0_g1_i1.p1,TRINITY_DN21326_c1_g1_i7.p1
N0.HOG0027922,OG0013256,n0,TRINITY_DN354093_c0_g1_i1.p1,TRINITY_DN15498_c0_g1_i4.p1,TRINITY_DN19737_c0_g1_i3.p1,TRINITY_DN3847_c0_g1_i10.p1
N0.HOG0027923,OG0013257,n0,TRINITY_DN35432_c0_g1_i7.p1,TRINITY_DN42830_c0_g1_i12.p1,TRINITY_DN209543_c0_g1_i1.p2,TRINITY_DN152700_c0_g1_i4.p1
N0.HOG0027924,OG0013258,n0,TRINITY_DN35436_c0_g1_i7.p1,TRINITY_DN207754_c0_g1_i2.p1,TRINITY_DN135993_c0_g1_i2.p1,TRINITY_DN163715_c0_g1_i6.p1
N0.HOG0027925,OG0013259,n0,TRINITY_DN35441_c1_g1_i6.p1,TRINITY_DN13125_c0_g1_i15.p1,TRINITY_DN12537_c0_g1_i12.p1,TRINITY_DN2575_c0_g1_i13.p1
